order_id,order_datetime,customer_id,channel,payment_method,status
O500728,2024-03-04 06:00:00,C10532,Instagram,Credit Card,Pending
O500729,2024-09-13 19:00:00,C10057,Web,Transfer,Completed
O500730,2024-04-18 08:00:00,C10388,WhatsApp,Transfer,Completed
O500731,2025-07-05 13:00:00,C10691,Web,Transfer,Cancelled
O500732,2024-04-01 11:00:00,C10340,mobile app,Credit Card,Completed
O500733,2025-06-12 18:00:00,C10860,Marketplace,Transfer,Pending
O500734,2025-06-20 19:00:00,C10019,WhatsApp,Credit Card,Completed
O500735,2024-05-28 02:00:00,C10254,web,Credit Card,Completed
O500736,2025-03-17 22:00:00,C10316,Marketplace,Credit Card,Completed
O500737,2025-07-25 21:00:00,C10037,Mobile App,Credit Card,Completed
O500738,2024-04-28 17:00:00,C10659,Web,Debit Card,Completed
O500739,2025-07-14 05:00:00,C10536,marketplace,Transfer,Completed
O500740,2024-03-13 14:00:00,C10385,Mobile App,Credit Card,Completed
O500741,2024-02-24 10:00:00,C10632,Mobile App,Credit Card,Completed
O500742,2024-06-09 09:00:00,C10025,Web,Credit Card,Completed
O500743,2025-05-30 00:00:00,C10453,Mobile App,Transfer,Cancelled
O500744,2025-06-16 00:00:00,C10680,Mobile App,Debit Card,Refunded
O500745,2024-11-09 07:00:00,C10322,Web,Credit Card,Pending
O500746,2025-06-19 07:00:00,C10736,web,Transfer,Completed
O500747,2025-06-27 00:00:00,C10512,WhatsApp,Debit Card,Completed
O500748,2025-07-27 02:00:00,C10818,Mobile App,Debit Card,Completed
O500749,2024-06-23 19:00:00,C10772,Marketplace,Debit Card,Completed
O500750,2024-08-03 18:00:00,C10012,Web,Debit Card,Completed
O500751,2024-04-16 11:00:00,C10559,Web,Transfer,Completed
O500752,2024-04-06 01:00:00,C10824,Web,Credit Card,Refunded
O500753,2025-06-13 04:00:00,C10370,Web,Credit Card,Completed
O500754,2024-11-13 11:00:00,C10290,Mobile App,Credit Card,Cancelled
O500755,2025-01-21 16:00:00,C10331,Mobile App,Debit Card,Completed
O500756,2024-04-20 02:00:00,C10605,Mobile App,MercadoPago,Completed
O500757,2025-01-25 09:00:00,C10260,web,Credit Card,Completed
O500758,2024-09-24 01:00:00,C10789,Mobile App,Credit Card,Completed
O500759,2025-06-30 04:00:00,C10870,Web,MercadoPago,Pending
O500760,2024-07-17 05:00:00,C10204,Web,MercadoPago,Completed
O500761,2024-05-04 18:00:00,C10696,Instagram,MercadoPago,Completed
O500762,2024-12-30 15:00:00,C10686,Mobile App,Debit Card,Completed
O500763,2025-04-09 20:00:00,C10386,Mobile App,MercadoPago,Completed
O500764,2024-02-22 23:00:00,C10891,Web,Credit Card,Completed
O500765,2024-03-16 13:00:00,C10820,Instagram,Credit Card,Completed
O500766,2025-04-07 19:00:00,C10467,mobile app,Credit Card,Completed
O500767,2025-01-01 17:00:00,C10414,Marketplace,Transfer,Completed
O500768,2024-04-12 13:00:00,C10068,Web,Credit Card,Completed
O500769,2024-06-20 16:00:00,C10471,WhatsApp,Debit Card,Completed
O500770,2024-09-12 04:00:00,C10103,marketplace,Debit Card,Completed
O500771,2024-12-19 03:00:00,C10757,Instagram,Credit Card,Completed
O500772,2025-07-27 08:00:00,C10160,Web,MercadoPago,Completed
O500773,2025-04-08 08:00:00,C10199,Web,Credit Card,Completed
O500774,2024-07-02 04:00:00,C10215,Web,Credit Card,Completed
O500775,2025-01-21 19:00:00,C10211,Web,MercadoPago,Completed
O500776,2025-07-08 22:00:00,C10507,Instagram,Credit Card,Cancelled
O500777,2024-02-04 00:00:00,C10015,Web,Transfer,Completed
O500778,2024-10-31 08:00:00,C10497,Web,MercadoPago,Completed
O500779,2024-11-01 11:00:00,C10883,Web,MercadoPago,Completed
O500780,2024-01-04 10:00:00,C10331,Web,MercadoPago,Completed
O500781,2024-03-21 00:00:00,C10716,Web,Credit Card,Completed
O500782,2024-11-21 17:00:00,C10876,Marketplace,Debit Card,Completed
O500783,2025-05-01 19:00:00,C10550,Mobile App,Credit Card,Completed
O500784,2025-04-17 08:00:00,C10600,Web,Credit Card,Completed
O500785,2024-03-28 05:00:00,C10255,Web,Credit Card,Completed
O500786,2025-06-21 17:00:00,C10765,Web,Credit Card,Completed
O500787,2024-10-21 15:00:00,C10727,Web,MercadoPago,Cancelled
O500788,2024-11-27 23:00:00,C10879,Mobile App,Credit Card,Pending
O500789,2024-12-14 15:00:00,C10814,Marketplace,Debit Card,Cancelled
O500790,2024-08-08 05:00:00,C10171,Marketplace,Credit Card,Completed
O500791,2025-03-30 00:00:00,C10648,Marketplace,Debit Card,Completed
O500792,2024-07-24 17:00:00,C10497,Web,Cash,Completed
O500793,2024-01-16 09:00:00,C10470,WhatsApp,Credit Card,Completed
O500794,2024-03-16 18:00:00,C10383,Marketplace,Debit Card,Completed
O500795,2024-03-28 13:00:00,C10689,Instagram,Credit Card,Completed
O500796,2025-06-24 17:00:00,C10588,Web,Credit Card,Pending
O500797,2024-05-25 10:00:00,C10699,Instagram,Debit Card,Completed
O500798,2024-03-15 03:00:00,C10506,Marketplace,MercadoPago,Completed
O500799,2024-11-15 18:00:00,C10526,Marketplace,Credit Card,Completed
O500800,2024-02-26 20:00:00,C10803,Web,Credit Card,Pending
O500801,2024-10-30 22:00:00,C10830,Marketplace,Credit Card,Completed
O500802,2025-07-25 16:00:00,C10324,WhatsApp,MercadoPago,Completed
O500803,2025-06-11 06:00:00,C10213,Mobile App,Transfer,Completed
O500804,2025-04-25 14:00:00,C10207,Mobile App,Debit Card,Completed
O500805,2025-06-22 19:00:00,C10168,Instagram,Debit Card,Completed
O500806,2024-06-02 04:00:00,C10329,Web,MercadoPago,Completed
O500807,2024-04-11 02:00:00,C10279,Mobile App,MercadoPago,Refunded
O500808,2024-12-10 08:00:00,C10304,Mobile App,MercadoPago,Completed
O500809,2024-12-03 01:00:00,C10145,Instagram,MercadoPago,Completed
O500810,2024-05-03 10:00:00,C10774,Web,Debit Card,Completed
O500811,2025-07-18 23:00:00,C10515,Mobile App,Debit Card,Pending
O500812,2024-02-05 19:00:00,C10089,Mobile App,MercadoPago,Pending
O500813,2025-05-17 00:00:00,C10452,Marketplace,MercadoPago,Completed
O500814,2024-06-21 10:00:00,C10059,Mobile App,Credit Card,Pending
O500815,2024-04-11 00:00:00,C10310,Instagram,Credit Card,Completed
O500816,2025-01-20 16:00:00,C10527,Instagram,Cash,Completed
O500817,2025-03-09 17:00:00,C10226,Web,Credit Card,Completed
O500818,2024-06-16 09:00:00,C10473,Web,MercadoPago,Completed
O500819,2025-03-11 11:00:00,C10540,Web,Credit Card,Completed
O500820,2025-07-29 04:00:00,C10662,Web,Credit Card,Completed
O500821,2025-05-12 15:00:00,C10756,Mobile App,Credit Card,Refunded
O500822,2025-03-04 06:00:00,C10781,Instagram,Credit Card,Completed
O500823,2024-12-22 16:00:00,C10078,Marketplace,Credit Card,Completed
O500824,2025-04-03 04:00:00,C10432,Web,Debit Card,Completed
O500825,2024-12-13 14:00:00,C10800,Web,Transfer,Completed
O500826,2024-02-17 06:00:00,C10152,Mobile App,Cash,Pending
O500827,2025-07-28 15:00:00,C10788,Mobile App,Credit Card,Completed
O500828,2025-07-26 19:00:00,C10400,Web,Debit Card,Pending
O500829,2024-08-03 06:00:00,C10278,Instagram,Debit Card,Completed
O500830,2024-08-01 07:00:00,C10056,Instagram,Debit Card,Completed
O500831,2024-08-25 06:00:00,C10185,Web,Debit Card,Completed
O500832,2025-04-02 08:00:00,C10397,Instagram,Credit Card,Completed
O500833,2024-09-12 16:00:00,C10604,Web,Credit Card,Completed
O500834,2024-08-16 13:00:00,C10787,Marketplace,Credit Card,Completed
O500835,2024-06-22 12:00:00,C10157,Mobile App,Credit Card,Completed
O500836,2024-04-07 18:00:00,C10786,Web,Transfer,Completed
O500837,2024-07-28 23:00:00,C10692,Instagram,Credit Card,Completed
O500838,2024-07-23 01:00:00,C10358,Mobile App,MercadoPago,Completed
O500839,2025-03-11 02:00:00,C10439,Marketplace,MercadoPago,Completed
O500840,2024-12-09 20:00:00,C10588,Web,Cash,Completed
O500841,2024-07-29 01:00:00,C10465,Web,MercadoPago,Completed
O500842,2025-04-11 18:00:00,C10662,Web,Credit Card,Completed
O500843,2024-06-11 13:00:00,C10445,Mobile App,Debit Card,Cancelled
O500844,2024-02-25 17:00:00,C10749,Mobile App,Credit Card,Cancelled
O500845,2024-02-19 08:00:00,C10800,Web,MercadoPago,Completed
O500846,2024-07-03 10:00:00,C10742,Mobile App,MercadoPago,Completed
O500847,2024-03-05 15:00:00,C10487,Mobile App,MercadoPago,Completed
O500848,2025-06-10 01:00:00,C10529,Marketplace,Credit Card,Completed
O500849,2024-03-08 21:00:00,C10072,Mobile App,MercadoPago,Pending
O500850,2025-01-31 15:00:00,C10700,Instagram,Credit Card,Pending
O500851,2024-03-04 14:00:00,C10016,Mobile App,Credit Card,Completed
O500852,2025-02-15 01:00:00,C10530,Mobile App,MercadoPago,Completed
O500853,2024-02-26 17:00:00,C10730,Web,Credit Card,Pending
O500854,2025-02-10 21:00:00,C10325,Web,Cash,Completed
O500855,2025-03-29 06:00:00,C10631,Web,Credit Card,Completed
O500856,2024-07-01 02:00:00,C10612,Mobile App,MercadoPago,Completed
O500857,2024-08-08 03:00:00,C10545,Web,Debit Card,Completed
O500858,2024-11-13 02:00:00,C10595,Web,MercadoPago,Completed
O500859,2025-03-15 22:00:00,C10707,Marketplace,MercadoPago,Completed
O500860,2025-05-12 21:00:00,C10841,Web,MercadoPago,Completed
O500861,2025-03-18 18:00:00,C10201,Web,Credit Card,Completed
O500862,2024-03-24 01:00:00,C10343,Web,MercadoPago,Completed
O500863,2024-02-06 05:00:00,C10852,Marketplace,Credit Card,Completed
O500864,2024-02-12 06:00:00,C10522,Web,Credit Card,Completed
O500865,2025-02-24 23:00:00,C10858,Mobile App,Credit Card,Completed
O500866,2024-01-26 02:00:00,C10399,Mobile App,MercadoPago,Pending
O500867,2025-05-15 13:00:00,C10217,Mobile App,Debit Card,Completed
O500868,2024-01-29 18:00:00,C10444,Mobile App,MercadoPago,Completed
O500869,2024-12-27 21:00:00,C10764,Marketplace,Transfer,Cancelled
O500870,2024-01-21 09:00:00,C10221,Web,Credit Card ,Refunded
O500871,2024-10-13 00:00:00,C10382,Web,MercadoPago,Completed
O500872,2024-10-28 16:00:00,C10880,Web,Credit Card,Completed
O500873,2025-03-23 20:00:00,C10591,Web,MercadoPago,Completed
O500874,2025-06-12 05:00:00,C10006,Web,Credit Card,Completed
O500875,2024-11-20 10:00:00,C10271,Web,Debit Card,Completed
O500876,2024-11-30 08:00:00,C10738,mobile app,Credit Card,Pending
O500877,2024-01-13 06:00:00,C10015,Mobile App,Credit Card,Completed
O500878,2024-08-16 16:00:00,C10423,Web,Credit Card,Completed
O500879,2024-06-16 19:00:00,C10523,Marketplace,Credit Card,Completed
O500880,2025-04-04 19:00:00,C10802,Web,Credit Card,Completed
O500881,2024-05-01 08:00:00,C10752,Web,Credit Card,Cancelled
O500882,2025-02-16 21:00:00,C10020,Mobile App,Debit Card,Completed
O500883,2025-03-25 12:00:00,C10689,Web,MercadoPago,Completed
O500884,2024-07-16 16:00:00,C10227,Web,Debit Card,Completed
O500885,2024-03-19 01:00:00,C10784,Web,MercadoPago,Completed
O500886,2025-06-19 15:00:00,C10287,Instagram,Debit Card,Pending
O500887,2024-05-15 18:00:00,C10808,Marketplace,Transfer,Completed
O500888,2024-04-27 09:00:00,C10133,Web,Transfer,Completed
O500889,2024-12-25 20:00:00,C10282,Marketplace,Credit Card,Completed
O500890,2024-05-31 17:00:00,C10403,Marketplace,Transfer,Completed
O500891,2024-07-04 18:00:00,C10664,Mobile App,Credit Card,Completed
O500892,2024-08-09 03:00:00,C10065,Marketplace,MercadoPago,Completed
O500893,2025-01-07 05:00:00,C10648,Web,MercadoPago,Refunded
O500894,2024-03-26 01:00:00,C10603,Web,Credit Card,Completed
O500895,2024-01-29 07:00:00,C10436,Mobile App,MercadoPago,Completed
O500896,2025-03-20 03:00:00,C10828,Mobile App,Credit Card,Pending
O500897,2025-05-10 09:00:00,C10258,Mobile App,Credit Card,Completed
O500898,2024-08-27 02:00:00,C10102,Mobile App,Credit Card,Completed
O500899,2024-08-24 04:00:00,C10566,Instagram,MercadoPago,Pending
O500900,2025-02-01 22:00:00,C10768,Instagram,MercadoPago,Completed
O500901,2024-11-16 17:00:00,C10100,Instagram,MercadoPago,Completed
O500902,2024-11-30 17:00:00,C10197,Marketplace,Credit Card,Completed
O500903,2024-01-03 14:00:00,C10812,Instagram,Debit Card,Completed
O500904,2024-11-22 05:00:00,C10225,Web,Transfer,Completed
O500905,2025-03-23 23:00:00,C10462,Web,Credit Card,Completed
O500906,2025-07-14 10:00:00,C10236,Mobile App,Debit Card,Completed
O500907,2025-05-13 09:00:00,C10025,Marketplace,Credit Card,Pending
O500908,2024-11-02 08:00:00,C10120,Mobile App,Credit Card,Completed
O500909,2025-07-17 04:00:00,C10505,Marketplace,Debit Card,Completed
O500910,2024-10-15 03:00:00,C10181,Web,Transfer ,Completed
O500911,2025-06-06 15:00:00,C10710,Web,Credit Card,Completed
O500912,2024-12-12 22:00:00,C10813,Marketplace,Credit Card,Completed
O500913,2024-05-31 20:00:00,C10766,Web,Credit Card,Refunded
O500914,2024-07-26 02:00:00,C10633,Web,Credit Card,Completed
O500915,2025-06-30 05:00:00,C10542,Web,Credit Card,Completed
O500916,2025-03-06 07:00:00,C10314,Web,Credit Card,Completed
O500917,2024-11-29 11:00:00,C10796,Marketplace,Transfer,Completed
O500918,2024-05-16 14:00:00,C10617,Web,Credit Card ,Completed
O500919,2024-10-31 00:00:00,C10735,Mobile App,MercadoPago,Completed
O500920,2025-01-10 14:00:00,C10272,Web,Transfer,Pending
O500921,2024-05-08 02:00:00,C10231,marketplace,Credit Card,Completed
O500922,2025-07-06 13:00:00,C10419,Web,Credit Card,Pending
O500923,2025-04-10 13:00:00,C10767,Mobile App,MercadoPago,Pending
O500924,2024-12-12 08:00:00,C10441,Marketplace,Credit Card,Pending
O500925,2024-11-10 16:00:00,C10495,Web,Credit Card,Completed
O500926,2024-03-09 05:00:00,C10023,Instagram,Credit Card,Pending
O500927,2025-07-22 20:00:00,C10108,Mobile App,Debit Card,Completed
O500928,2024-07-31 15:00:00,C10702,Web,Debit Card,Completed
O500929,2025-01-14 20:00:00,C10501,Web,Cash,Completed
O500930,2024-01-27 20:00:00,C10858,Instagram,MercadoPago,Cancelled
O500931,2024-03-25 16:00:00,C10024,Marketplace,Credit Card,Completed
O500932,2024-04-25 01:00:00,C10186,Web,Credit Card,Completed
O500933,2024-03-27 04:00:00,C10287,Web,Credit Card,Completed
O500934,2024-01-11 01:00:00,C10627,Marketplace,Credit Card,Completed
O500935,2024-04-21 04:00:00,C10337,Mobile App,Credit Card,Completed
O500936,2024-02-03 10:00:00,C10877,Marketplace,Credit Card,Completed
O500937,2024-07-29 19:00:00,C10036,Web,Credit Card,Completed
O500938,2025-05-29 20:00:00,C10793,Marketplace,Credit Card,Cancelled
O500939,2025-07-14 00:00:00,C10136,Web,Credit Card,Completed
O500940,2024-01-09 03:00:00,C10507,Web,Cash ,Pending
O500941,2024-04-01 03:00:00,C10226,Mobile App,Debit Card,Completed
O500942,2025-05-02 19:00:00,C10319,WhatsApp,Cash,Completed
O500943,2024-04-07 02:00:00,C10839,Web,Credit Card,Completed
O500944,2025-03-15 15:00:00,C10181,Mobile App,Debit Card,Completed
O500945,2024-07-20 17:00:00,C10873,Mobile App,Credit Card,Completed
O500946,2024-05-30 06:00:00,C10085,Mobile App,Credit Card,Completed
O500947,2024-12-18 20:00:00,C10466,Marketplace,Credit Card,Completed
O500948,2024-01-03 12:00:00,C10052,Marketplace,MercadoPago,Completed
O500949,2025-04-27 14:00:00,C10859,Web,Cash,Completed
O500950,2025-02-25 01:00:00,C10866,WhatsApp,Credit Card,Completed
O500951,2024-06-12 15:00:00,C10234,Marketplace,Credit Card,Completed
O500952,2024-09-19 08:00:00,C10778,Instagram,Credit Card,Completed
O500953,2025-07-21 14:00:00,C10798,Mobile App,Credit Card,Completed
O500954,2024-04-17 23:00:00,C10432,Instagram,Credit Card,Pending
O500955,2024-12-30 22:00:00,C10495,Web,Credit Card,Completed
O500956,2025-05-20 07:00:00,C10099,Web,Debit Card,Completed
O500957,2025-02-10 19:00:00,C10598,Instagram,Credit Card,Completed
O500958,2025-06-21 21:00:00,C10402,Web,Credit Card,Completed
O500959,2024-09-12 01:00:00,C10395,Web,Credit Card,Completed
O500960,2024-02-20 00:00:00,C10526,Marketplace,Credit Card,Completed
O500961,2025-06-09 01:00:00,C10414,Marketplace,Cash,Completed
O500962,2024-04-28 22:00:00,C10612,Web,Credit Card,Refunded
O500963,2025-04-06 23:00:00,C10676,Instagram,MercadoPago,Completed
O500964,2024-10-19 16:00:00,C10462,Mobile App,MercadoPago,Completed
O500965,2025-01-27 20:00:00,C10540,Mobile App,Cash,Completed
O500966,2024-10-17 12:00:00,C10625,Marketplace,MercadoPago ,Completed
O500967,2024-01-06 16:00:00,C10618,Web,Transfer,Completed
O500968,2024-02-12 21:00:00,C10363,Web,MercadoPago,Completed
O500969,2025-03-07 04:00:00,C10129,Web,Credit Card,Completed
O500970,2024-04-18 02:00:00,C10083,Mobile App,Debit Card,Completed
O500971,2024-10-27 06:00:00,C10270,Mobile App,Cash,Pending
O500972,2024-01-28 13:00:00,C10243,Marketplace,MercadoPago ,Completed
O500973,2024-04-13 00:00:00,C10387,Marketplace,Cash ,Completed
O500974,2025-03-28 21:00:00,C10213,Mobile App,MercadoPago,Completed
O500975,2025-03-13 12:00:00,C10817,Marketplace,MercadoPago,Completed
O500976,2024-01-04 14:00:00,C10165,Web,Transfer,Completed
O500977,2025-03-22 00:00:00,C10790,Web,MercadoPago,Completed
O500978,2024-09-16 03:00:00,C10058,Instagram,Debit Card,Completed
O500979,2024-12-05 07:00:00,C10601,Web,MercadoPago ,Completed
O500980,2024-10-17 08:00:00,C10882,Web,MercadoPago,Completed
O500981,2025-04-08 22:00:00,C10842,mobile app,MercadoPago,Completed
O500982,2024-04-25 13:00:00,C10503,Web,Transfer,Completed
O500983,2025-03-21 16:00:00,C10705,Instagram,Credit Card,Completed
O500984,2025-07-20 12:00:00,C10122,Web,Credit Card,Completed
O500985,2025-04-24 06:00:00,C10647,Web,MercadoPago,Completed
O500986,2024-03-11 20:00:00,C10412,Web,Debit Card,Completed
O500987,2025-05-09 06:00:00,C10138,Mobile App,Credit Card,Cancelled
O500988,2024-04-22 12:00:00,C10228,Web,Credit Card,Completed
O500989,2024-10-10 23:00:00,C10273,Mobile App,MercadoPago,Refunded
O500990,2025-05-07 13:00:00,C10438,Instagram,MercadoPago,Refunded
O500991,2025-06-16 14:00:00,C10561,Instagram,MercadoPago,Completed
O500992,2024-03-09 15:00:00,C10117,Web,Debit Card,Completed
O500993,2024-09-08 14:00:00,C10713,Mobile App,Credit Card,Completed
O500994,2024-08-03 04:00:00,C10482,Mobile App,Credit Card,Completed
O500995,2024-08-18 00:00:00,C10394,Instagram,Credit Card,Refunded
O500996,2025-04-24 14:00:00,C10702,WhatsApp,MercadoPago,Completed
O500997,2024-06-02 15:00:00,C10875,Web,Credit Card,Completed
O500998,2024-01-25 20:00:00,C10459,Marketplace,Debit Card,Completed
O500999,2024-07-08 09:00:00,C10834,Web,Debit Card,Pending
O501000,2024-12-27 12:00:00,C10692,Web,Debit Card ,Completed
O501001,2025-01-03 05:00:00,C10077,Web,MercadoPago,Completed
O501002,2025-04-15 01:00:00,C10411,Mobile App,Credit Card,Completed
O501003,2024-07-17 05:00:00,C10074,mobile app,MercadoPago,Completed
O501004,2025-06-27 13:00:00,C10294,Web,Credit Card,Completed
O501005,2024-07-01 16:00:00,C10792,Mobile App,Credit Card,Completed
O501006,2025-01-06 08:00:00,C10020,Web,Credit Card,Completed
O501007,2024-07-16 05:00:00,C10170,Mobile App,Credit Card,Completed
O501008,2024-10-22 01:00:00,C10014,Web,MercadoPago,Completed
O501009,2024-12-28 02:00:00,C10210,Web,Debit Card,Completed
O501010,2024-10-23 13:00:00,C10559,Web,Credit Card,Completed
O501011,2024-07-16 01:00:00,C10085,Web,Credit Card,Completed
O501012,2024-03-10 17:00:00,C10148,Mobile App,Debit Card,Completed
O501013,2025-04-14 03:00:00,C10699,Web,MercadoPago,Completed
O501014,2024-12-12 02:00:00,C10371,Mobile App,Credit Card,Completed
O501015,2025-04-10 11:00:00,C10479,Web,Debit Card,Completed
O501016,2025-06-24 01:00:00,C10817,Mobile App,MercadoPago,Completed
O501017,2025-02-17 16:00:00,C10150,Marketplace,Debit Card,Completed
O501018,2025-07-18 09:00:00,C10140,Web,Credit Card,Completed
O501019,2025-05-06 19:00:00,C10068,Mobile App,Debit Card,Completed
O501020,2024-10-26 02:00:00,C10259,Web,Debit Card,Completed
O501021,2025-03-11 05:00:00,C10845,Mobile App,Transfer,Completed
O501022,2024-04-05 14:00:00,C10520,Web,Debit Card,Cancelled
O501023,2024-05-31 06:00:00,C10632,Mobile App,Cash,Completed
O501024,2024-01-07 02:00:00,C10370,Mobile App,Credit Card,Completed
O501025,2025-05-22 06:00:00,C10418,Instagram,Cash,Cancelled
O501026,2024-05-23 21:00:00,C10100,Mobile App,Debit Card,Completed
O501027,2024-07-06 19:00:00,C10660,Mobile App,Transfer,Refunded
O501028,2024-08-28 23:00:00,C10657,Web,Credit Card,Completed
O501029,2024-11-18 23:00:00,C10864,Instagram,Credit Card,Completed
O501030,2025-03-17 18:00:00,C10242,Marketplace,MercadoPago,Completed
O501031,2024-08-22 12:00:00,C10752,Web,Transfer,Completed
O501032,2024-12-13 00:00:00,C10511,Marketplace,Credit Card,Completed
O501033,2024-05-20 00:00:00,C10848,Web,Debit Card ,Completed
O501034,2024-05-05 05:00:00,C10554,Marketplace,Credit Card,Completed
O501035,2024-05-28 00:00:00,C10094,Marketplace,Cash,Cancelled
O501036,2024-01-01 18:00:00,C10225,Web,MercadoPago,Completed
O501037,2024-04-03 10:00:00,C10517,Marketplace,Credit Card ,Completed
O501038,2024-09-20 06:00:00,C10213,Web,MercadoPago,Completed
O501039,2024-07-31 09:00:00,C10717,Web,MercadoPago,Completed
O501040,2024-12-26 00:00:00,C10066,Web,Credit Card,Completed
O501041,2024-03-22 04:00:00,C10395,Marketplace,Transfer,Completed
O501042,2025-01-15 17:00:00,C10611,Web,Credit Card,Completed
O501043,2025-07-23 09:00:00,C10011,Web,Transfer,Completed
O501044,2024-08-22 02:00:00,C10236,Marketplace,Credit Card,Refunded
O501045,2024-06-25 12:00:00,C10833,Web,Credit Card,Completed
O501046,2024-10-14 13:00:00,C10769,Web,Credit Card,Completed
O501047,2024-03-21 00:00:00,C10398,Web,Credit Card,Completed
O501048,2025-04-10 09:00:00,C10406,Web,MercadoPago,Completed
O501049,2024-06-23 12:00:00,C10848,Mobile App,Credit Card,Completed
O501050,2025-05-23 15:00:00,C10479,Web,Credit Card,Completed
O501051,2024-01-10 22:00:00,C10646,WhatsApp,MercadoPago,Cancelled
O501052,2024-01-09 12:00:00,C10221,Marketplace,Debit Card,Completed
O501053,2025-03-25 23:00:00,C10155,Web,Debit Card,Completed
O501054,2024-08-19 08:00:00,C10653,Web,Cash,Completed
O501055,2025-06-06 04:00:00,C10427,Web,MercadoPago,Completed
O501056,2024-07-24 07:00:00,C10157,Mobile App,Credit Card,Completed
O501057,2025-04-27 12:00:00,C10415,Web,Debit Card,Completed
O501058,2025-04-10 04:00:00,C10325,Web,Cash,Completed
O501059,2024-07-01 22:00:00,C10370,Instagram,Credit Card,Completed
O501060,2024-04-21 23:00:00,C10343,Web,Credit Card,Completed
O501061,2024-07-25 07:00:00,C10261,Web,Credit Card,Completed
O501062,2024-09-13 16:00:00,C10282,Instagram,Credit Card,Completed
O501063,2025-05-29 22:00:00,C10849,Mobile App,Transfer,Completed
O501064,2024-08-12 12:00:00,C10855,Web,MercadoPago,Completed
O501065,2025-02-01 12:00:00,C10228,Mobile App,Cash,Completed
O501066,2025-06-08 16:00:00,C10887,Web,MercadoPago,Completed
O501067,2024-08-01 14:00:00,C10279,Marketplace,Credit Card,Completed
O501068,2025-07-21 17:00:00,C10869,Mobile App,Credit Card,Completed
O501069,2024-02-04 00:00:00,C10289,Marketplace,Cash,Completed
O501070,2025-07-12 22:00:00,C10679,WhatsApp,Credit Card,Completed
O501071,2025-01-10 12:00:00,C10046,Instagram,Credit Card,Refunded
O501072,2024-01-09 00:00:00,C10714,Instagram,MercadoPago,Completed
O501073,2024-03-15 00:00:00,C10213,Mobile App,Debit Card ,Completed
O501074,2024-05-31 21:00:00,C10757,Web,Credit Card,Completed
O501075,2025-06-18 00:00:00,C10023,Mobile App,MercadoPago,Completed
O501076,2024-09-20 02:00:00,C10320,Mobile App,Cash,Pending
O501077,2024-12-17 18:00:00,C10273,Instagram,Credit Card,Completed
O501078,2024-03-15 12:00:00,C10555,Web,MercadoPago,Completed
O501079,2024-11-03 06:00:00,C10843,Instagram,Credit Card,Completed
O501080,2024-06-03 04:00:00,C10312,Marketplace,Debit Card,Completed
O501081,2025-03-19 23:00:00,C10362,WhatsApp,MercadoPago,Completed
O501082,2025-07-24 11:00:00,C10667,Instagram,Cash,Completed
O501083,2025-01-24 23:00:00,C10379,Web,Credit Card,Completed
O501084,2024-06-11 05:00:00,C10710,Web,Credit Card,Refunded
O501085,2024-10-10 19:00:00,C10673,Web,Credit Card,Completed
O501086,2025-01-22 00:00:00,C10469,Web,Debit Card,Completed
O501087,2024-04-21 15:00:00,C10745,Mobile App,Credit Card,Completed
O501088,2025-02-22 07:00:00,C10674,Marketplace,Credit Card,Pending
O501089,2024-06-11 16:00:00,C10115,Instagram,Credit Card,Completed
O501090,2024-10-29 12:00:00,C10604,Mobile App,Credit Card,Completed
O501091,2024-01-22 00:00:00,C10041,Web,Credit Card,Pending
O501092,2025-02-12 21:00:00,C10795,Web,MercadoPago,Completed
O501093,2025-03-20 08:00:00,C10378,Web,Credit Card,Completed
O501094,2025-03-23 10:00:00,C10721,Web,Credit Card,Completed
O501095,2025-02-03 03:00:00,C10205,mobile app,MercadoPago,Cancelled
O501096,2025-04-11 02:00:00,C10465,Web,Transfer,Pending
O501097,2024-10-09 05:00:00,C10731,Web,Credit Card,Completed
O501098,2024-06-08 00:00:00,C10279,Web,Credit Card,Completed
O501099,2025-07-16 22:00:00,C10647,Mobile App,Transfer,Completed
O501100,2024-01-30 21:00:00,C10617,Mobile App,Credit Card,Completed
O501101,2025-05-01 12:00:00,C10117,Mobile App,MercadoPago,Refunded
O501102,2024-07-03 18:00:00,C10236,Web,Credit Card,Cancelled
O501103,2024-01-28 10:00:00,C10308,WhatsApp,Credit Card,Completed
O501104,2024-07-29 17:00:00,C10455,Web,Debit Card,Completed
O501105,2024-06-16 00:00:00,C10899,Mobile App,Transfer,Completed
O501106,2025-06-13 20:00:00,C10474,Marketplace,MercadoPago,Completed
O501107,2024-07-27 02:00:00,C10099,Mobile App,Credit Card,Completed
O501108,2024-06-25 10:00:00,C10260,Instagram,Debit Card,Completed
O501109,2024-06-05 20:00:00,C10304,Web,Credit Card,Completed
O501110,2025-04-10 21:00:00,C10353,Mobile App,Debit Card,Completed
O501111,2024-07-12 05:00:00,C10285,Web,MercadoPago,Completed
O501112,2024-03-28 16:00:00,C10327,Mobile App,Credit Card,Refunded
O501113,2025-01-28 15:00:00,C10102,Web,MercadoPago,Pending
O501114,2024-10-10 09:00:00,C10062,Web,Debit Card,Completed
O501115,2025-03-20 18:00:00,C10686,Mobile App,MercadoPago,Completed
O501116,2024-12-23 07:00:00,C10281,Mobile App,MercadoPago ,Completed
O501117,2024-04-18 15:00:00,C10440,Web,Credit Card,Pending
